{SimaPro 8.4.0.0}
{methods}
{Date: 2018-02-15}
{Time: 11:33:01}
{Project: Methods}
{CSV Format version: 8.0.5}
{CSV separator: Semicolon}
{Decimal separator: .}
{Date separator: -}
{Short date format: yyyy-MM-dd}
{Selection: Selection (1)}
{Related objects (system descriptions, substances, units, etc.): Yes}
{Include sub product stages and processes: No}
{Open library: 'Methods'}

Method

Name
IMPACTWorld+ (Default_Recommended_Endpoint 1.4)

Version
1;4

Comment
IMPACTWorld+ (Default_Endpoint). Version 1.4IMPACT World+, is the update of the IMPACT 2002+, LUCAS, and EDIP methods.Most of the regional impact categories have been spatially resolved (a specific flow for each region) and all the long-term impact categories have been temporally resolved: short-term damages (over the 100 years after the emission) have been differentiated from long-term damages. Included categories:Human health: •	Global warming, long-term, human health•	Global warming, short-term, human health•	Human toxicity cancer, long-term•	Human toxicity cancer, short-term•	Human toxicity non-cancer , long-term•	Human toxicity non-cancer , short-term•	Ionizing radiation, human health•	Ozone layer depletion•	Particulate matter formation•	Photochemical oxidant formation•	Water availability, human healthEcosystem quality:•	Freshwater acidification•	Freshwater ecotoxicity, long-term•	Freshwater ecotoxicity, short-term•	Freshwater eutrophication•	Global warming, long-term, ecosystem•	Global warming, short-term, ecosystem•	Ionizing radiation, fre. ecosystem•	Land occupation, biodiversity•	Land transformation, biodiversity•	Marine acidification, long-term•	Marine acidification, short-term•	Marine eutrophication•	Terrestrial acidification•	Thermally polluted water•	Water availability, fre. ecosystem•	Water availability, ter. ecosystemRelease date: fev-2017info@impactworldplus.org

Category
Others

Use Damage Assessment
Yes

Use Normalization
Yes

Use Weighting
Yes

Use Addition
Yes

Weighting unit
EUR2003

Impact category
Global warming, short-term, ecosystem;PDF.m2.yr

Substances
Air;(unspecified);(E)-HFC-1225ye;5595-10-8;0;kg
Air;(unspecified);(E)-HFC-1234ze;1645-83-6;0.177;kg
Air;(unspecified);(Z)-HFC-1225ye;5528-43-8;0;kg
Air;(unspecified);(Z)-HFC-1234ze;29118-25-0;0;kg
Air;(unspecified);(Z)-HFC-1336;692-49-9;0.353;kg
Air;(unspecified);1-ethoxy-1,1,2,2,3,3,3-heptafluoropropane;22052-86-4;13.1;kg
Air;(unspecified);1-ethoxy-1,1,2,3,3,3-hexafluoropropane;380-34-7;4.94;kg
Air;(unspecified);1-Propanol, 3,3,3-trifluoro-2,2-bis(trifluoro..., HFE-7100;014117-17-0;89.9;kg
Air;(unspecified);1,1'-oxybis[2-(difluoromethoxy)-1,1,2,2-tetrafluoroethane;205367-61-9;1010;kg
Air;(unspecified);1,1-difluoroethyl-2,2,2-trifluoroacetate;1344118-13-;6.71;kg
Air;(unspecified);1,1-difluorothyl carbonofluoridate;1344118-11-;5.83;kg
Air;(unspecified);1,1,1,2,2,3,3-heptafluoro-3-(1,2,2,2-tetrafluoroethoxy)-propane;3330-15-2;1300;kg
Air;(unspecified);1,1,1,3,3,3-Hexafluoropropan-2-ol;000920-66-1;39;kg
Air;(unspecified);1,1,1,3,3,3-hexafluoropropan-2-yl formate;856766-70-6;71.2;kg
Air;(unspecified);1,1,2-trifluoro-2-(trifluoromethoxy)-ethane;84011-06-3;263;kg
Air;(unspecified);1,1,2,2-tetrafluoro-1-(fluoromethoxy)ethane;37031-31-5;186;kg
Air;(unspecified);1,1,2,2-tetrafluoro-3-methoxy-propane;60598-17-6;0.177;kg
Air;(unspecified);1,1,3,3,4,4,6,6,7,7,9,9,10,10,12,12-hexadecafluoro-2,5,8,11-tetraoxadodecane;173350-37-3;926;kg
Air;(unspecified);1,1,3,3,4,4,6,6,7,7,9,9,10,10,12,12,13,13,15-eicosafluoro-2,5,8,11,14-pentaox*;173350-38-4;749;kg
Air;(unspecified);1,2,2,2-tetrafluoroethylformate;481631-19-0;100;kg
Air;(unspecified);2-chloro-1,1,2-trifluoro-1-methoxyethane;425-87-6;26.3;kg
Air;(unspecified);2-ethoxy-3,3,4,4,5-pentafluorotetrahydro-2,5-bis[1,2,2,2-tetrafluoro-1-(trifluo*;920979-28-8;12;kg
Air;(unspecified);2-fluoroethanol;371-62-0;0.177;kg
Air;(unspecified);2,2-difluoroethanol;359-13-7;0.706;kg
Air;(unspecified);2,2,2-TRIFLUOROETHANOL;75898;4.24;kg
Air;(unspecified);2,2,2-trifluoroethyl 2,2,2-trifluoroacetate;407-38-5;1.41;kg
Air;(unspecified);2,2,2-trifluoroethylformate;32042-38-9;7.24;kg
Air;(unspecified);2,2,3,3-tetrafluoro-1-propanol;76-37-9;2.83;kg
Air;(unspecified);2,2,3,3,3-pentafluoropropan-1-ol;422-05-9;4.06;kg
Air;(unspecified);2,2,3,3,4,4,4-heptafluoro-1-butanol;375-01-9;3.53;kg
Air;(unspecified);2,2,3,3,4,4,4-heptafluorobutan-1-ol;375-01-9;7.24;kg
Air;(unspecified);2,2,3,3,4,4,5,5-octafluorocyclopentanol;16621-87-7;2.83;kg
Air;(unspecified);2,2,3,4,4,4-hexafluoro-1-butanol;382-31-0;3.71;kg
Air;(unspecified);3,3,3-trifluoropropan-1-ol;2240-88-2;0;kg
Air;(unspecified);3,3,3-trifluoropropanal;460-40-2;0;kg
Air;(unspecified);3,3,3-trifluoropropylformate;1344118-09-;3.71;kg
Air;(unspecified);3,3,4,4,5,5,6,6,6-nonafluorohex-1-ene;19430-93-4;0;kg
Air;(unspecified);3,3,4,4,5,5,6,6,7,7,7-undecafluoroheptan-1-ol;185689-57-0;0.177;kg
Air;(unspecified);3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene;25291-17-2;0;kg
Air;(unspecified);3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodec-1-ene;21652-58-4;0;kg
Air;(unspecified);3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-nonadecafluoroundecan-1-ol;87017-97-8;0;kg
Air;(unspecified);3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-pentadecafluorononan-1-ol;755-02-2;0;kg
Air;(unspecified);4,4,4-trifluorobutan-1-ol;461-18-7;0;kg
Air;(unspecified);Butane, 1,1,1,2,2,3,3,4,4-nonafluoro-4-methoxy-;163702-07-6;104;kg
Air;(unspecified);Butane, 1,1,1,3,3-pentafluoro-, HFC-365mfc;000406-58-6;171;kg
Air;(unspecified);Butane, perfluoro-;000355-25-9;1800;kg
Air;(unspecified);Butane, perfluorocyclo-, PFC-318;000115-25-3;1870;kg
Air;(unspecified);Carbon dioxide;000124-38-9;0.177;kg
Air;(unspecified);Carbon dioxide, biogenic;000124-38-9;0;kg
Air;(unspecified);Carbon dioxide, fossil;000124-38-9;0.177;kg
Air;(unspecified);Carbon dioxide, land transformation;000124-38-9;0.177;kg
Air;(unspecified);Carbon monoxide;000630-08-0;0.278;kg
Air;(unspecified);Carbon monoxide, biogenic;000630-08-0;0;kg
Air;(unspecified);Chloroform;000067-66-3;3.53;kg
Air;(unspecified);Difluoro(fluoromethoxy)methane;461-63-2;132;kg
Air;(unspecified);Difluoro(methoxy)methane;359-15-9;30.9;kg
Air;(unspecified);Difluoromethyl 2,2,2-trifluoroacetate;2024-86-4;5.83;kg
Air;(unspecified);Dinitrogen monoxide;010024-97-2;52.6;kg
Air;(unspecified);E-1-Chloro-3,3,3-trifluoroprop-1-ene;;0.353;kg
Air;(unspecified);Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;000075-68-3;414;kg
Air;(unspecified);Ethane, 1-chloro-2,2,2-trifluoro-(difluoro..., HCFE-235da2;026675-46-7;105;kg
Air;(unspecified);Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;001717-00-6;166;kg
Air;(unspecified);Ethane, 1,1-difluoro-, HFC-152a;000075-37-6;29.5;kg
Air;(unspecified);Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;34.1;kg
Air;(unspecified);Ethane, 1,1,1-trifluoro-, HFC-143a;000420-46-2;973;kg
Air;(unspecified);Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;000811-97-2;274;kg
Air;(unspecified);Ethane, 1,1,1,2-tetrafluoro-2-bromo-, Halon 2401;000124-72-1;39.4;kg
Air;(unspecified);Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;000076-13-1;1160;kg
Air;(unspecified);Ethane, 1,1,2-trifluoro-, HFC-143;000430-66-0;70.1;kg
Air;(unspecified);Ethane, 1,1,2,2-tetrafluoro-, HFC-134;000359-35-3;236;kg
Air;(unspecified);Ethane, 1,2-dibromotetrafluoro-, Halon 2402;000124-73-2;306;kg
Air;(unspecified);Ethane, 1,2-dichloro-;000107-06-2;0.177;kg
Air;(unspecified);Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;000076-14-2;1700;kg
Air;(unspecified);Ethane, 1,2-difluoro-, HFC-152;000624-72-6;3.53;kg
Air;(unspecified);Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124;002837-89-0;112;kg
Air;(unspecified);Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123;000306-83-2;17;kg
Air;(unspecified);Ethane, chloropentafluoro-, CFC-115;000076-15-3;1500;kg
Air;(unspecified);Ethane, fluoro-, HFC-161;000353-36-6;0.706;kg
Air;(unspecified);Ethane, hexafluoro-, HFC-116;000076-16-4;2180;kg
Air;(unspecified);Ethane, pentafluoro-, HFC-125;000354-33-6;652;kg
Air;(unspecified);Ether, 1,1,1-trifluoromethyl methyl-, HFE-143a;000421-14-7;112;kg
Air;(unspecified);Ether, 1,1,2,2-Tetrafluoroethyl 2,2,2-tri..., HFE-347mcc3;000406-78-0;113;kg
Air;(unspecified);Ether, 1,1,2,2-Tetrafluoroethyl 2,2,2-tri..., HFE-347mcf2;000406-78-0;182;kg
Air;(unspecified);Ether, 1,1,2,2-Tetrafluoroethyl 2,2,2-trifluoroethyl-, HFE-347pcf2;000406-78-0;189;kg
Air;(unspecified);Ether, 1,1,2,3,3,3-Hexafluoropropyl methyl-, HFE-356mec3;000382-34-3;82.6;kg
Air;(unspecified);Ether, 1,1,2,3,3,3-Hexafluoropropyl methyl-, HFE-356pcc3;000382-34-3;88.3;kg
Air;(unspecified);Ether, 1,1,2,3,3,3-Hexafluoropropyl methyl-, HFE-356pcf2;000382-34-3;153;kg
Air;(unspecified);Ether, 1,1,2,3,3,3-Hexafluoropropyl methyl-, HFE-356pcf3;000382-34-3;95.4;kg
Air;(unspecified);Ether, 1,2,2-trifluoroethyl trifluoromethyl-, HFE-236ea2;084011-06-3;378;kg
Air;(unspecified);Ether, 1,2,2-trifluoroethyl trifluoromethyl-, HFE-236fa;084011-06-3;208;kg
Air;(unspecified);Ether, 2,2,3,3,3-Pentafluoropropyl methyl-, HFE-365mcf3;000378-16-5;0.177;kg
Air;(unspecified);Ether, di(difluoromethyl), HFE-134;001691-17-4;1150;kg
Air;(unspecified);Ether, difluoromethyl 2,2,2-trifluoroethyl-, HFE-245cb2;001885-48-9;140;kg
Air;(unspecified);Ether, difluoromethyl 2,2,2-trifluoroethyl-, HFE-245fa1;001885-48-9;176;kg
Air;(unspecified);Ether, difluoromethyl 2,2,2-trifluoroethyl-, HFE-245fa2;001885-48-9;173;kg
